filename,name,rarity,tags,description,image_url
woodland_felt_red_panda_bamboo.png,Bamboo Red Panda,common,red panda|woodland|bamboo|cozy,A fluffy red panda nibbling on a bamboo shoot in the afternoon sun.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_red_panda_bamboo.png
woodland_felt_red_panda_bamboo_standing.png,Standing Bamboo Red Panda,common,red panda|woodland|bamboo|standing|cozy,"A red panda standing with bamboo, perfectly content in its high forest home.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_red_panda_bamboo_standing.png
woodland_felt_red_squirrel_bamboo.png,Bamboo Red Squirrel,common,squirrel|red squirrel|woodland|bamboo|curious,A red squirrel who wandered far and found a bamboo shoot — a woodland mystery.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_red_squirrel_bamboo.png
woodland_felt_red_squirrel_pinecone.png,Pinecone Red Squirrel,common,squirrel|red squirrel|woodland|pinecone|autumn,A bright-eyed red squirrel proudly presenting the season's finest pinecone.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_red_squirrel_pinecone.png
woodland_felt_red_squirrel_pinecone_standing.png,Standing Pinecone Squirrel,common,squirrel|red squirrel|woodland|pinecone|standing|autumn,"A red squirrel standing tall, pinecone in paws, surveying its woodland kingdom.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_red_squirrel_pinecone_standing.png
woodland_felt_robin_worm.png,Worm Robin,common,robin|woodland|bird|worm|spring,An early robin who definitely caught the worm this morning.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_robin_worm.png
woodland_felt_robin_worm_standing.png,Standing Worm Robin,common,robin|woodland|bird|worm|standing|spring,"A robin standing bright and cheerful, worm dangling, ready for breakfast.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_robin_worm_standing.png
woodland_felt_salamander_dewdrop.png,Dewdrop Salamander,common,salamander|woodland|dewdrop|morning,A spotted salamander cradling a perfect dewdrop from the morning ferns.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_salamander_dewdrop.png
woodland_felt_screech_owl_moon.png,Moon Screech Owl,common,owl|screech owl|woodland|moon|night,"A screech owl gazing at a tiny moon charm, dreaming of midnight flights.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_screech_owl_moon.png
woodland_felt_screech_owl_moon_standing.png,Standing Moon Owl,common,owl|screech owl|woodland|moon|standing|night,"A screech owl standing with a moon charm, counting the hours until nightfall.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_screech_owl_moon_standing.png
woodland_felt_shrew_berry.png,Berry Shrew,common,shrew|woodland|berry|tiny,"The tiniest shrew in the forest, carrying the biggest berry she could find.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_shrew_berry.png
woodland_felt_shrew_berry_standing.png,Standing Berry Shrew,common,shrew|woodland|berry|standing|tiny,"A shrew standing upright, berry in paws, absolutely certain it is the biggest creature here.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_shrew_berry_standing.png
woodland_felt_skunk_flower.png,Flower Skunk,common,skunk|woodland|flower|sweet,A sweet skunk offering a flower — proof that first impressions aren't everything.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_skunk_flower.png
woodland_felt_skunk_flower_standing.png,Standing Flower Skunk,common,skunk|woodland|flower|standing|sweet,"A skunk standing with a flower, hoping it will make a good first impression.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_skunk_flower_standing.png
woodland_felt_snowy_owl_snowflake.png,Snowflake Snowy Owl,common,owl|snowy owl|woodland|snowflake|winter,A snowy owl catching a single perfect snowflake on its wing.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_snowy_owl_snowflake.png
woodland_felt_snowy_owl_snowflake_standing.png,Standing Snowflake Owl,common,owl|snowy owl|woodland|snowflake|standing|winter,"A snowy owl standing with a snowflake, perfectly at home in the winter white.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_snowy_owl_snowflake_standing.png
woodland_felt_squirrel_acorn.png,Acorn Squirrel,common,squirrel|woodland|acorn|autumn,A grey squirrel carefully storing away the season's finest acorn.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_squirrel_acorn.png
woodland_felt_squirrel_acorn_grey.png,Grey Acorn Squirrel,common,squirrel|grey squirrel|woodland|acorn|autumn,A grey squirrel with the most important acorn in the whole autumn forest.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_squirrel_acorn_grey.png
woodland_felt_stoat_scarf.png,Scarf Stoat,common,stoat|woodland|scarf|winter,A sleek stoat bundled up in a cozy scarf for the cold season.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_stoat_scarf.png
woodland_felt_stoat_scarf_standing.png,Standing Scarf Stoat,common,stoat|woodland|scarf|standing|winter,"A stoat standing elegantly in its scarf, the most fashionable creature in the snow.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_stoat_scarf_standing.png
woodland_felt_toad_umbrella.png,Umbrella Toad,common,toad|woodland|umbrella|rain,"A prepared toad with a tiny umbrella, never caught off guard by a spring shower.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_toad_umbrella.png
woodland_felt_toad_umbrella_standing.png,Standing Umbrella Toad,common,toad|woodland|umbrella|standing|rain,"A toad standing with its umbrella, completely unbothered by the drizzle.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_toad_umbrella_standing.png
woodland_felt_vole_seed.png,Seed Vole,common,vole|woodland|seed|meadow,A round little vole clutching a seed for the winter ahead.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_vole_seed.png
woodland_felt_vole_seed_standing.png,Standing Seed Vole,common,vole|woodland|seed|standing|meadow,"A vole standing with a seed, making very careful plans for the winter ahead.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_vole_seed_standing.png
woodland_felt_weasel_mushroom.png,Mushroom Weasel,common,weasel|woodland|mushroom|foraging,A quick-footed weasel who found a perfect mushroom on the forest floor.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_weasel_mushroom.png
woodland_felt_weasel_mushroom_standing.png,Standing Mushroom Weasel,common,weasel|woodland|mushroom|standing|foraging,"A weasel standing with a mushroom, having already eaten three others on the way here.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_weasel_mushroom_standing.png
woodland_felt_wild_boar_mushroom.png,Mushroom Boar,common,boar|wild boar|woodland|mushroom|foraging,A sturdy wild boar who nosed out the finest mushroom in the whole forest.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_wild_boar_mushroom.png
woodland_felt_wolf_pup_stick.png,Stick Wolf Pup,common,wolf|wolf pup|woodland|stick|playful,A wolf pup who found the best stick in the whole forest and will not share it.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_wolf_pup_stick.png
woodland_felt_wolf_pup_stick_standing.png,Standing Stick Wolf Pup,common,wolf|wolf pup|woodland|stick|standing|playful,"A wolf pup standing with its favorite stick, daring anyone to try and take it.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_wolf_pup_stick_standing.png
woodland_felt_wood_duck_lily_pad.png,Lily Pad Wood Duck,common,duck|wood duck|woodland|lily pad|pond,"A wood duck balancing on a lily pad, admiring its own reflection in the still water.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_wood_duck_lily_pad.png
woodland_felt_wood_mouse_acorn_cap.png,Acorn Cap Mouse,common,mouse|wood mouse|woodland|acorn cap|hat,"A wood mouse wearing an acorn cap as a hat, the height of forest fashion.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_wood_mouse_acorn_cap.png
woodland_felt_woodpecker_acorn.png,Acorn Woodpecker,common,woodpecker|woodland|bird|acorn|autumn,A determined woodpecker who traded its tap-tap-tapping for a fine acorn today.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_woodpecker_acorn.png
woodland_felt_wren_leaf.png,Leaf Wren,common,wren|woodland|bird|leaf|autumn,A tiny wren carrying a leaf nearly as big as itself.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_wren_leaf.png
woodland_felt_wren_leaf_standing.png,Standing Leaf Wren,common,wren|woodland|bird|leaf|standing|autumn,"A tiny wren standing with a leaf, looking far more dignified than its size suggests.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_wren_leaf_standing.png
woodland_felt_aurora_bear_glowing_honey.png,Aurora Bear,rare,bear|woodland|aurora|honey|rare|magical,"A bear cub whose fur shimmers with the northern lights, carrying a softly glowing honey jar.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_aurora_bear_glowing_honey.png
woodland_felt_bloom_badger_flower_bouquet.png,Bloom Badger,legendary,badger|woodland|bloom|flowers|bouquet|legendary|magical,"A badger with flowers woven through its fur, carrying a bouquet that never wilts.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_bloom_badger_flower_bouquet.png
woodland_felt_celestial_rabbit_moon_sliver.png,Celestial Rabbit,legendary,rabbit|woodland|celestial|moon|stars|legendary|magical,"A rabbit with midnight-blue fur and silver star markings, holding a sliver of the moon itself.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_celestial_rabbit_moon_sliver.png
woodland_felt_constellation_owl_moon_staff.png,Constellation Owl,rare,owl|woodland|constellation|moon|staff|rare|magical,"An owl whose feathers map the constellations, carrying a crescent moon staff through the night.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_constellation_owl_moon_staff.png
woodland_felt_copper_beaver_enchanted_belt.png,Copper Beaver,rare,beaver|woodland|copper|enchanted|belt|rare|magical,A beaver with warm copper fur and an enchanted tool belt that builds things all on its own.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_copper_beaver_enchanted_belt.png
woodland_felt_crystal_deer_antlers.png,Crystal Deer,rare,deer|woodland|crystal|antlers|rare|magical,"A deer whose antlers are made of pale crystal, catching every color of the morning light.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_crystal_deer_antlers.png
woodland_felt_crystal_stag_amethyst_antlers.png,Crystal Stag,rare,deer|stag|woodland|crystal|amethyst|antlers|rare|mythical,A miniature stag with faceted amethyst antlers that scatter soft purple light.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_crystal_stag_amethyst_antlers.png
woodland_felt_dawn_squirrel_sunbeam_acorn.png,Dawn Squirrel,legendary,squirrel|woodland|dawn|sunbeam|acorn|legendary|magical,A squirrel with rose-gold fur holding an acorn that captures the first light of dawn.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_dawn_squirrel_sunbeam_acorn.png
woodland_felt_dusk_raccoon_twilight_lantern.png,Dusk Raccoon,legendary,raccoon|woodland|dusk|twilight|lantern|legendary|magical,"A raccoon with deep twilight-purple fur, carrying a lantern that glows at dusk.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_dusk_raccoon_twilight_lantern.png
woodland_felt_ember_fox_flame_wisps.png,Ember Fox,legendary,fox|woodland|ember|flame|legendary|magical,"A fox with crimson and ember fur, leaving tiny warm wisps of flame in its wake.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_ember_fox_flame_wisps.png
woodland_felt_fairy_hedgehog_iridescent_wings.png,Fairy Hedgehog,rare,hedgehog|woodland|fairy|wings|iridescent|rare|mythical,"A hedgehog with tiny iridescent wings, hovering just above the forest floor.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_fairy_hedgehog_iridescent_wings.png
woodland_felt_frost_owl_ice_crystals.png,Frost Owl,legendary,owl|woodland|frost|ice|crystal|legendary|magical,"An owl whose feathers end in ice crystals, bringing the first frost wherever it flies.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_frost_owl_ice_crystals.png
woodland_felt_galaxy_fox_crystal.png,Galaxy Fox,rare,fox|woodland|galaxy|crystal|rare|magical,"A fox whose fur holds the whole night sky, wearing a crystal pendant that catches starlight.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_galaxy_fox_crystal.png
woodland_felt_golden_squirrel_glowing_acorn.png,Golden Squirrel,rare,squirrel|woodland|golden|acorn|rare|magical,"A squirrel with shimmering golden fur, holding an acorn that glows like a tiny sun.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_golden_squirrel_glowing_acorn.png
woodland_felt_hollow_owl_glowing_mushroom.png,Hollow Owl,legendary,owl|woodland|hollow|mushroom|glow|legendary|magical,"An owl with bark-textured feathers, carrying a glowing mushroom from the deepest hollow.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_hollow_owl_glowing_mushroom.png
woodland_felt_jackalope_spring_antlers.png,Jackalope,rare,jackalope|woodland|antlers|spring|flowers|rare|mythical,A fluffy jackalope with branching antlers blooming with tiny spring flowers.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_jackalope_spring_antlers.png
woodland_felt_kitsune_two_tails_blossoms.png,Kitsune,rare,kitsune|fox|woodland|two tails|cherry blossom|rare|mythical,"A kitsune with two fluffy tails, surrounded by drifting cherry blossom petals.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_kitsune_two_tails_blossoms.png
woodland_felt_lavender_rabbit_flower_cloak.png,Lavender Rabbit,rare,rabbit|woodland|lavender|flower|cloak|rare|magical,"A rabbit in soft lavender fur, wrapped in a cloak woven entirely from wildflowers.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_lavender_rabbit_flower_cloak.png
woodland_felt_moon_hare_crescent_markings.png,Moon Hare,rare,hare|rabbit|woodland|moon|crescent|rare|mythical,"A hare with blue-white fur and crescent moon markings, born from a moonlit meadow.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_moon_hare_crescent_markings.png
woodland_felt_moss_turtle_flower_shell.png,Moss Turtle,rare,turtle|woodland|moss|flowers|shell|rare|mythical,A turtle whose shell is a tiny garden of moss and wildflowers in full bloom.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_moss_turtle_flower_shell.png
woodland_felt_mushroom_sprite_toadstool.png,Mushroom Sprite,rare,sprite|woodland|mushroom|toadstool|rare|mythical,A tiny sprite peeking out from under a red-spotted toadstool cap with enormous curious eyes.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_mushroom_sprite_toadstool.png
woodland_felt_pearl_mouse_sparkling_dandelion.png,Pearl Mouse,rare,mouse|woodland|pearl|dandelion|rare|magical,A mouse with pearlescent fur holding a dandelion whose seeds sparkle like tiny stars.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_pearl_mouse_sparkling_dandelion.png
woodland_felt_petal_deer_daisy_crown.png,Petal Deer,legendary,deer|fawn|woodland|petal|daisy|crown|legendary|magical,"A fawn whose spots are flower petals, wearing a daisy crown that blooms in spring.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_petal_deer_daisy_crown.png
woodland_felt_phoenix_chick_ember_wings.png,Phoenix Chick,rare,phoenix|bird|woodland|ember|wings|rare|mythical,"A downy phoenix chick with tiny ember-tipped wings, warm as a campfire on a cold night.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_phoenix_chick_ember_wings.png
woodland_felt_plum_badger_crystal_staff.png,Plum Badger,rare,badger|woodland|plum|crystal|staff|rare|magical,"A badger with deep plum and silver fur, carrying a staff topped with a wrapped crystal.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_plum_badger_crystal_staff.png
woodland_felt_rosegold_hedgehog_gem_crown.png,Rose Gold Hedgehog,rare,hedgehog|woodland|rose gold|gem|crown|rare|magical,"A hedgehog with rose-gold quills and a crown of tiny gems, the jewel of the forest.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_rosegold_hedgehog_gem_crown.png
woodland_felt_shimmer_wren_rainbow_dewdrop.png,Shimmer Wren,legendary,wren|woodland|bird|shimmer|rainbow|dewdrop|legendary|magical,"A wren with iridescent rainbow feathers, holding a dewdrop that contains a tiny rainbow.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_shimmer_wren_rainbow_dewdrop.png
woodland_felt_silver_raccoon_jeweled_mask.png,Silver Raccoon,rare,raccoon|woodland|silver|jeweled|mask|rare|magical,A raccoon with silver-tipped fur and a mask that sparkles with tiny jewels.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_silver_raccoon_jeweled_mask.png
woodland_felt_star_fox_constellation_fur.png,Star Fox,rare,fox|woodland|star|constellation|rare|mythical,"A fox with deep navy fur mapped with constellations, a guide for lost travelers.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_star_fox_constellation_fur.png
woodland_felt_starweave_chipmunk_star_charms.png,Starweave Chipmunk,legendary,chipmunk|woodland|star|weave|charms|legendary|magical,A chipmunk with midnight-blue fur adorned with tiny woven star charms that chime softly.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_starweave_chipmunk_star_charms.png
woodland_felt_sunset_chipmunk_glowing_satchel.png,Sunset Chipmunk,rare,chipmunk|woodland|sunset|satchel|rare|magical,A chipmunk with sunset-gradient fur carrying a tiny satchel filled with glowing seeds.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_sunset_chipmunk_glowing_satchel.png
woodland_felt_tanuki_leaf_hat.png,Tanuki,rare,tanuki|raccoon dog|woodland|leaf|hat|rare|mythical,"A round cheerful tanuki with a leaf balanced on its head, full of forest magic.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_tanuki_leaf_hat.png
woodland_felt_tide_otter_glowing_pearl.png,Tide Otter,legendary,otter|woodland|tide|pearl|glow|legendary|magical,"An otter with iridescent blue-green fur, holding a pearl that glows with the tides.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_tide_otter_glowing_pearl.png
woodland_felt_verdant_bear_moss_flowers.png,Verdant Bear,legendary,bear|woodland|verdant|moss|flowers|legendary|magical,"A bear cub covered in soft living moss and sprouting flowers, a piece of the forest itself.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_verdant_bear_moss_flowers.png
woodland_felt_wisp_mouse_glowing_orb.png,Will-o-Wisp Mouse,rare,mouse|woodland|wisp|orb|glow|rare|mythical,"A mouse holding a pale glowing orb, leading wanderers safely through the dark forest.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_wisp_mouse_glowing_orb.png
woodland_felt_wolpertinger_wings_antlers.png,Wolpertinger,rare,wolpertinger|rabbit|woodland|wings|antlers|rare|mythical,"A mischievous wolpertinger with tiny wings and antler nubs, impossible and irresistible.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/rare/woodland_felt_wolpertinger_wings_antlers.png
